status_treat2	gene_name
NC	C1_11950W_A
NC	C1_11960C_A
NC	C1_11970C_A
UP	C1_11980W_A
DOWN	C1_11990W_A
UP	C1_12000C_A
UP	C1_12010C_A
UP	C1_12020W_A
NC	C1_12030W_A
UP	C1_12040W_A
NC	C1_12050W_A
UP	C1_12060C_A
UP	C1_12070C_A
UP	C1_12080W_A
UP	C1_12090C_A
UP	C1_12100C_A
NC	C1_12110C_A
NC	C1_12120W_A
UP	C1_12130C_A
UP	C1_12140W_A
UP	C1_12150C_A
NC	C1_12160W_A
NC	C1_12170C_A
UP	C1_12180C_A
UP	C1_12190W_A
UP	C1_12200W_A
NC	C1_12210W_A
NC	C1_12220W_A
NC	C1_12230W_A
UP	C1_12240C_A
NC	C1_12250C_A
NC	C1_12260W_A
NC	C1_12270W_A
UP	C1_12280C_A
NC	C1_12290C_A
UP	C1_12300W_A
NC	C1_12310C_A
DOWN	C1_12320C_A
UP	C1_12330W_A
NC	C1_12340C_A
NC	C1_12350W_A
DOWN	C1_12360C_A
NC	C1_12370W_A
NC	C1_12380C_A
DOWN	C1_12390C_A
NC	C1_12400C_A
NC	C1_12410C_A
NC	C1_12420C_A
NC	C1_12430W_A
UP	C1_12440W_A
UP	C1_12450C_A
UP	C1_12460C_A
UP	C1_12470W_A
UP	C1_12480W_A
NC	C1_12490W_A
UP	C1_12510W_A
UP	C1_12520W_A
NC	C1_12530C_A
NC	C1_12540W_A
UP	C1_12550C_A
UP	C1_12560C_A
UP	C1_12570C_A
NC	C1_12580W_A
NC	C1_12590W_A
UP	C1_12600C_A
NC	C1_12610W_A
NC	C1_12620W_A
UP	C1_12630C_A
UP	C1_12640W_A
UP	C1_12650C_A
UP	C1_12660W_A
UP	C1_12670C_A
NC	C1_12680W_A
UP	C1_12690C_A
UP	C1_12700W_A
UP	C1_12710C_A
UP	C1_12720C_A
NC	C1_12730W_A
NC	C1_12740W_A
UP	C1_12750C_A
NC	C1_12760W_A
NC	C1_12770W_A
UP	C1_12780W_A
NC	C1_12790C_A
UP	C1_12800W_A
UP	C1_12810W_A
UP	C1_12820C_A
UP	C1_12830C_A
UP	C1_12840W_A
DOWN	C1_12850W_A
NC	C1_12860C_A
NC	C1_12870C_A
NC	C1_12880C_A
UP	C1_12890W_A
UP	C1_12900W_A
UP	C1_12910W_A
UP	C1_12920C_A
UP	C1_12930C_A
UP	C1_12940C_A
UP	C1_12950W_A
UP	C1_12960C_A
NC	C1_12970C_A
UP	C1_12980W_A
UP	C1_12990W_A
UP	C1_13000W_A
NC	C1_13010W_A
UP	C1_13020C_A
NC	C1_13030C_A
UP	C1_13040C_A
DOWN	C1_13050W_A
NC	C1_13060C_A
DOWN	C1_13070C_A
UP	C1_13080W_A
UP	C1_13090W_A
UP	C1_13100W_A
UP	C1_13110C_A
NC	C1_13120C_A
UP	C1_13130C_A
DOWN	C1_13140C_A
UP	C1_13150W_A
NC	C1_13160W_A
UP	C1_13170C_A
UP	C1_13180W_A
NC	C1_13190W_A
UP	C1_13200C_A
NC	C1_13210C_A
NC	C1_13220C_A
NC	C1_13240W_A
NC	C1_13250W_A
NC	C1_13260W_A
NC	C1_13270W_A
NC	C1_13280C_A
UP	C1_13290W_A
UP	C1_13300C_A
UP	C1_13310W_A
DOWN	C1_13320C_A
NC	C1_13330C_A
NC	C1_13350W_A
UP	C1_13360C_A
UP	C1_13370W_A
UP	C1_13380W_A
UP	C1_13390W_A
NC	C1_13400C_A
NC	C1_13410W_A
NC	C1_13420C_A
UP	C1_13430C_A
UP	C1_13440C_A
UP	C1_13450W_A
UP	C1_13460W_A
UP	C1_13470W_A
UP	C1_13480W_A
NC	C1_13490C_A
UP	C1_13500C_A
NC	C1_13510C_A
NC	C1_13520C_A
NC	C1_13530W_A
NC	C1_13540W_A
UP	C1_13550C_A
UP	C1_13560W_A
NC	C1_13570W_A
UP	C1_13580W_A
UP	C1_13590W_A
NC	C1_13600W_A
NC	C1_13610C_A
NC	C1_13620W_A
NC	C1_13630W_A
NC	C1_13640W_A
UP	C1_13650C_A
NC	C1_13660W_A
NC	C1_13670W_A
DOWN	C1_13680C_A
NC	C1_13690C_A
NC	C1_13700W_A
NC	C1_13710C_A
NC	C1_13720W_A
NC	C1_13730C_A
UP	C1_13740W_A
UP	C1_13750C_A
UP	C1_13760W_A
NC	C1_13770C_A
UP	C1_13780W_A
NC	C1_13790C_A
UP	C1_13800C_A
NC	C1_13810W_A
UP	C1_13820C_A
DOWN	C1_13830C_A
NC	C1_13840W_A
UP	C1_13850C_A
NC	C1_13860C_A
NC	C1_13870W_A
NC	C1_13880C_A
NC	C1_13900C_A
NC	C1_13910C_A
NC	C1_13920W_A
NC	C1_13930W_A
NC	C1_13940W_A
UP	C1_13950C_A
UP	C1_13960W_A
NC	C1_13970C_A
UP	C1_13980C_A
NC	C1_13990W_A
UP	C1_14000C_A
UP	C1_14010W_A
UP	C1_14020W_A
UP	C1_14030W_A
NC	C1_14040W_A
UP	C1_14050C_A
UP	C1_14060W_A
NC	C1_14080W_A
UP	C1_14090W_A
NC	C1_14100W_A
DOWN	C1_14110C_A
DOWN	C1_14120C_A
NC	C1_14130W_A
NC	C1_14140C_A
NC	C1_14150C_A
NC	C1_14160W_A
UP	C1_14170W_A
NC	C1_14180W_A
DOWN	C1_14190C_A
NC	C1_14200W_A
NC	C1_14210C_A
DOWN	C1_14220C_A
UP	C1_14230C_A
NC	C1_14240W_A
NC	C1_14250C_A
NC	C1_14260C_A
NC	C1_14270W_A
DOWN	C1_14280C_A
DOWN	C1_14290C_A
NC	C1_14300C_A
NC	C1_14310W_A
NC	C1_14320C_A
NC	C1_14330W_A
NC	C1_14340C_A
NC	C1_14350W_A
NC	C1_14360C_A
NC	C1_14370W_A
UP	C1_14380C_A
NC	C1_14390W_A
UP	C1_14400C_A
NC	C1_14410W_A
UP	C1_14420W_A
NC	C1_14430C_A
NC	C1_14440C_A
NC	C1_14450C_A
NC	C1_14460W_A
NC	C1_14470W_A
NC	C1_14480W_A
UP	C1_14490C_A
NC	C1_14500C_A
NC	C1_14520W_A
NC	C1_14530W_A
NC	C1_14550C_A
NC	C1_14560C_A
NC	C1_14570C_A
NC	C1_14580C_A
NC	C1_14590C_A
NC	C1_14630C_A
NC	C2_00010W_A
UP	C2_00030W_A
UP	C2_00050C_A
NC	C2_00060C_A
NC	C2_00070C_A
NC	C2_00080C_A
UP	C2_00090W_A
NC	C2_00100C_A
DOWN	C2_00110W_A
NC	C2_00120C_A
NC	C2_00130W_A
NC	C2_00140W_A
UP	C2_00150W_A
NC	C2_00160C_A
NC	C2_00170C_A
DOWN	C2_00180C_A
NC	C2_00190C_A
NC	C2_00200W_A
DOWN	C2_00210W_A
NC	C2_00220C_A
UP	C2_00230W_A
NC	C2_00240C_A
DOWN	C2_00250W_A
NC	C2_00260C_A
NC	C2_00270C_A
UP	C2_00280C_A
UP	C2_00290W_A
NC	C2_00300C_A
NC	C2_00310W_A
NC	C2_00320W_A
NC	C2_00330C_A
NC	C2_00340C_A
UP	C2_00350W_A
NC	C2_00360C_A
NC	C2_00370W_A
NC	C2_00380C_A
NC	C2_00390C_A
DOWN	C2_00400C_A
UP	C2_00410C_A
NC	C2_00420W_A
NC	C2_00430C_A
UP	C2_00440W_A
UP	C2_00450C_A
UP	C2_00460W_A
UP	C2_00470W_A
DOWN	C2_00480C_A
NC	C2_00490W_A
UP	C2_00500W_A
NC	C2_00510W_A
NC	C2_00520W_A
NC	C2_00530W_A
NC	C2_00540W_A
NC	C2_00550W_A
UP	C2_00560W_A
NC	C2_00570W_A
NC	C2_00580C_A
NC	C2_00590W_A
NC	C2_00600C_A
DOWN	C2_00610C_A
UP	C2_00620C_A
NC	C2_00630C_A
UP	C2_00640W_A
NC	C2_00650W_A
NC	C2_00660C_A
UP	C2_00670C_A
NC	C2_00680C_A
NC	C2_00690W_A
NC	C2_00700W_A
NC	C2_00710W_A
NC	C2_00720C_A
UP	C2_00730C_A
NC	C2_00740C_A
UP	C2_00750W_A
NC	C2_00760C_A
NC	C2_00770W_A
NC	C2_00780W_A
UP	C2_00790C_A
UP	C2_00800C_A
NC	C2_00810C_A
UP	C2_00820W_A
NC	C2_00830C_A
NC	C2_00840W_A
NC	C2_00850W_A
UP	C2_00860C_A
NC	C2_00870W_A
NC	C2_00880W_A
UP	C2_00890W_A
UP	C2_00900W_A
UP	C2_00910W_A
NC	C2_00920W_A
NC	C2_00930C_A
NC	C2_00940W_A
NC	C2_00950C_A
UP	C2_00960C_A
NC	C2_00970C_A
UP	C2_00980W_A
UP	C2_00990W_A
DOWN	C2_01000W_A
DOWN	C2_01010W_A
DOWN	C2_01020W_A
NC	C2_01030W_A
NC	C2_01040W_A
UP	C2_01050W_A
UP	C2_01060C_A
NC	C2_01070W_A
NC	C2_01090C_A
NC	C2_01110C_A
UP	C2_01120W_A
NC	C2_01130W_A
UP	C2_01140C_A
NC	C2_01150W_A
NC	C2_01160W_A
NC	C2_01170C_A
UP	C2_01180W_A
UP	C2_01190C_A
NC	C2_01200C_A
NC	C2_01210C_A
NC	C2_01220W_A
UP	C2_01230W_A
UP	C2_01240C_A
NC	C2_01250W_A
NC	C2_01260W_A
NC	C2_01270W_A
UP	C2_01300C_A
UP	C2_01310W_A
UP	C2_01320W_A
UP	C2_01330C_A
NC	C2_01340W_A
UP	C2_01350C_A
NC	C2_01360C_A
NC	C2_01370C_A
DOWN	C2_01380W_A
NC	C2_01390W_A
UP	C2_01400C_A
NC	C2_01410C_A
NC	C2_01420C_A
DOWN	C2_01430W_A
NC	C2_01440C_A
NC	C2_01450C_A
UP	C2_01460C_A
UP	C2_01470W_A
NC	C2_01480W_A
NC	C2_01490C_A
NC	C2_01500W_A
UP	C2_01510C_A
NC	C2_01520W_A
NC	C2_01530C_A
NC	C2_01540W_A
NC	C2_01550W_A
UP	C2_01560W_A
UP	C2_01570W_A
NC	C2_01580W_A
NC	C2_01590W_A
NC	C2_01600C_A
DOWN	C2_01610C_A
DOWN	C2_01620W_A
NC	C2_01630W_A
NC	C2_01640W_A
UP	C2_01650W_A
NC	C2_01660C_A
UP	C2_01670C_A
NC	C2_01680C_A
DOWN	C2_01690W_A
NC	C2_01700C_A
NC	C2_01710W_A
UP	C2_01720C_A
NC	C2_01730W_A
NC	C2_01740C_A
UP	C2_01750C_A
UP	C2_01760C_A
NC	C2_01780W_A
NC	C2_01800W_A
UP	C2_01820C_A
UP	C2_01830W_A
UP	C2_01840C_A
NC	C2_01850W_A
UP	C2_01860C_A
UP	C2_01870C_A
UP	C2_01880C_A
UP	C2_01890W_A
NC	C2_01900C_A
UP	C2_01910W_A
NC	C2_01920C_A
NC	C2_01930C_A
NC	C2_01940C_A
NC	C2_01950C_A
UP	C2_01960C_A
NC	C2_01970C_A
NC	C2_01980C_A
UP	C2_01990C_A
NC	C2_02000W_A
UP	C2_02010C_A
NC	C2_02020W_A
NC	C2_02030W_A
UP	C2_02040W_A
NC	C2_02050C_A
UP	C2_02060C_A
UP	C2_02070W_A
UP	C2_02080W_A
UP	C2_02090W_A
NC	C2_02100W_A
UP	C2_02110C_A
UP	C2_02120W_A
UP	C2_02130C_A
UP	C2_02140C_A
UP	C2_02150C_A
NC	C2_02160W_A
NC	C2_02170W_A
NC	C2_02180W_A
NC	C2_02190C_A
NC	C2_02200W_A
NC	C2_02210C_A
UP	C2_02220C_A
UP	C2_02230C_A
UP	C2_02240C_A
NC	C2_02250C_A
NC	C2_02260W_A
UP	C2_02270C_A
NC	C2_02280W_A
UP	C2_02290C_A
NC	C2_02300W_A
NC	C2_02310W_A
NC	C2_02320C_A
NC	C2_02330W_A
NC	C2_02340C_A
NC	C2_02350C_A
NC	C2_02360C_A
NC	C2_02370C_A
NC	C2_02380W_A
DOWN	C2_02390W_A
NC	C2_02400W_A
UP	C2_02410W_A
NC	C2_02420C_A
UP	C2_02430W_A
NC	C2_02440W_A
NC	C2_02450C_A
NC	C2_02460W_A
UP	C2_02470C_A
UP	C2_02490C_A
NC	C2_02500W_A
NC	C2_02510W_A
UP	C2_02520W_A
UP	C2_02530W_A
NC	C2_02540W_A
UP	C2_02550C_A
UP	C2_02560W_A
UP	C2_02570W_A
NC	C2_02580W_A
DOWN	C2_02590W_A
UP	C2_02600C_A
DOWN	C2_02610C_A
NC	C2_02620W_A
UP	C2_02630W_A
UP	C2_02640C_A
UP	C2_02650C_A
NC	C2_02660W_A
NC	C2_02670C_A
NC	C2_02680W_A
NC	C2_02690W_A
NC	C2_02700C_A
NC	C2_02710C_A
NC	C2_02720W_A
UP	C2_02730W_A
NC	C2_02740C_A
UP	C2_02750C_A
UP	C2_02760W_A
NC	C2_02770W_A
UP	C2_02780C_A
UP	C2_02790C_A
NC	C2_02800W_A
NC	C2_02810C_A
UP	C2_02820C_A
UP	C2_02830C_A
UP	C2_02840C_A
UP	C2_02850W_A
DOWN	C2_02860W_A
NC	C2_02870W_A
UP	C2_02880C_A
NC	C2_02890W_A
UP	C2_02900W_A
UP	C2_02910W_A
NC	C2_02920W_A
DOWN	C2_02930C_A
UP	C2_02940W_A
UP	C2_02950W_A
UP	C2_02960C_A
DOWN	C2_02970C_A
NC	C2_02980C_A
NC	C2_02990C_A
UP	C2_03000C_A
DOWN	C2_03010C_A
NC	C2_03020C_A
NC	C2_03030W_A
UP	C2_03040W_A
NC	C2_03050W_A
UP	C2_03060W_A
UP	C2_03070C_A
DOWN	C2_03080W_A
NC	C2_03090C_A
DOWN	C2_03100W_A
UP	C2_03110W_A
NC	C2_03120W_A
NC	C2_03130W_A
NC	C2_03140C_A
UP	C2_03150C_A
NC	C2_03160C_A
NC	C2_03170W_A
NC	C2_03180C_A
UP	C2_03200W_A
DOWN	C2_03210W_A
UP	C2_03220C_A
NC	C2_03230C_A
NC	C2_03240C_A
NC	C2_03250W_A
NC	C2_03260W_A
DOWN	C2_03270W_A
NC	C2_03280W_A
NC	C2_03290W_A
NC	C2_03300W_A
UP	C2_03310C_A
UP	C2_03320W_A
NC	C2_03330C_A
NC	C2_03340W_A
UP	C2_03350W_A
UP	C2_03360W_A
UP	C2_03370W_A
NC	C2_03380W_A
UP	C2_03390C_A
NC	C2_03400C_A
NC	C2_03410W_A
UP	C2_03420C_A
NC	C2_03430W_A
NC	C2_03440W_A
NC	C2_03450W_A
UP	C2_03460C_A
DOWN	C2_03470C_A
NC	C2_03480C_A
NC	C2_03490C_A
UP	C2_03500W_A
NC	C2_03520C_A
NC	C2_03530W_A
NC	C2_03540W_A
NC	C2_03550C_A
NC	C2_03560C_A
NC	C2_03570C_A
UP	C2_03580W_A
NC	C2_03590C_A
NC	C2_03600W_A
UP	C2_03610W_A
UP	C2_03620W_A
UP	C2_03630W_A
NC	C2_03640W_A
NC	C2_03670W_A
NC	C2_03680W_A
UP	C2_03690C_A
NC	C2_03700W_A
UP	C2_03710W_A
NC	C2_03720W_A
UP	C2_03750W_A
NC	C2_03760C_A
NC	C2_03770C_A
NC	C2_03780C_A
UP	C2_03790C_A
NC	C2_03800C_A
DOWN	C2_03810C_A
DOWN	C2_03820C_A
NC	C2_03830W_A
NC	C2_03840C_A
NC	C2_03870W_A
NC	C2_03880C_A
NC	C2_03890W_A
NC	C2_03900C_A
UP	C2_03910C_A
UP	C2_03920C_A
UP	C2_03930C_A
NC	C2_03940C_A
NC	C2_03950W_A
DOWN	C2_03960W_A
NC	C2_03970W_A
NC	C2_03980C_A
NC	C2_03990W_A
UP	C2_04000C_A
UP	C2_04010C_A
UP	C2_04020C_A
NC	C2_04030C_A
UP	C2_04040C_A
UP	C2_04050C_A
NC	C2_04060C_A
UP	C2_04070C_A
UP	C2_04080W_A
UP	C2_04090W_A
UP	C2_04100W_A
UP	C2_04110W_A
NC	C2_04120C_A
NC	C2_04130W_A
NC	C2_04140W_A
NC	C2_04150C_A
NC	C2_04160W_A
NC	C2_04170C_A
NC	C2_04180C_A
UP	C2_04190C_A
UP	C2_04200W_A
UP	C2_04210W_A
NC	C2_04220C_A
NC	C2_04230W_A
NC	C2_04240C_A
NC	C2_04250W_A
NC	C2_04260W_A
UP	C2_04270W_A
DOWN	C2_04280W_A
NC	C2_04300C_A
NC	C2_04310W_A
UP	C2_04320W_A
NC	C2_04330C_A
NC	C2_04340C_A
NC	C2_04350C_A
NC	C2_04360W_A
NC	C2_04370W_A
NC	C2_04380C_A
UP	C2_04390W_A
UP	C2_04400W_A
UP	C2_04410W_A
UP	C2_04420W_A
NC	C2_04430W_A
UP	C2_04440W_A
UP	C2_04450W_A
UP	C2_04460W_A
UP	C2_04470W_A
UP	C2_04480W_A
UP	C2_04490W_A
NC	C2_04500W_A
UP	C2_04510W_A
UP	C2_04520C_A
UP	C2_04530W_A
UP	C2_04540C_A
DOWN	C2_04550C_A
UP	C2_04560W_A
NC	C2_04570W_A
NC	C2_04580W_A
DOWN	C2_04590C_A
DOWN	C2_04600C_A
NC	C2_04610C_A
NC	C2_04620W_A
UP	C2_04640C_A
NC	C2_04650C_A
NC	C2_04660C_A
UP	C2_04670W_A
NC	C2_04680W_A
NC	C2_04690C_A
UP	C2_04700C_A
NC	C2_04710C_A
NC	C2_04720C_A
UP	C2_04730W_A
UP	C2_04740C_A
NC	C2_04750W_A
NC	C2_04760W_A
UP	C2_04770W_A
UP	C2_04780W_A
NC	C2_04790C_A
UP	C2_04800C_A
UP	C2_04810W_A
NC	C2_04820W_A
UP	C2_04830W_A
NC	C2_04850C_A
UP	C2_04860W_A
NC	C2_04870C_A
NC	C2_04880C_A
UP	C2_04910W_A
NC	C2_04930C_A
UP	C2_04940C_A
DOWN	C2_04950C_A
NC	C2_04960C_A
NC	C2_04970W_A
UP	C2_04980C_A
UP	C2_04990W_A
NC	C2_05000C_A
NC	C2_05020W_A
NC	C2_05030C_A
UP	C2_05040C_A
UP	C2_05050C_A
UP	C2_05060C_A
UP	C2_05070W_A
UP	C2_05080C_A
NC	C2_05090W_A
NC	C2_05100C_A
NC	C2_05110W_A
UP	C2_05120C_A
NC	C2_05130W_A
NC	C2_05140W_A
NC	C2_05150W_A
NC	C2_05160C_A
NC	C2_05170W_A
UP	C2_05180W_A
NC	C2_05190W_A
UP	C2_05200C_A
UP	C2_05210W_A
NC	C2_05220C_A
NC	C2_05230C_A
DOWN	C2_05250C_A
NC	C2_05260W_A
NC	C2_05270W_A
NC	C2_05280C_A
NC	C2_05290C_A
NC	C2_05300C_A
UP	C2_05310C_A
UP	C2_05320W_A
NC	C2_05330C_A
NC	C2_05340C_A
UP	C2_05350C_A
UP	C2_05360C_A
NC	C2_05370C_A
NC	C2_05380W_A
UP	C2_05390C_A
UP	C2_05400W_A
DOWN	C2_05410W_A
UP	C2_05420C_A
NC	C2_05440W_A
DOWN	C2_05450C_A
DOWN	C2_05460W_A
NC	C2_05470W_A
NC	C2_05480C_A
UP	C2_05490W_A
NC	C2_05500W_A
UP	C2_05510C_A
NC	C2_05520W_A
NC	C2_05530C_A
UP	C2_05540C_A
NC	C2_05550W_A
NC	C2_05560W_A
NC	C2_05570C_A
UP	C2_05580W_A
NC	C2_05590C_A
UP	C2_05600W_A
DOWN	C2_05610C_A
UP	C2_05620W_A
NC	C2_05640W_A
NC	C2_05650W_A
NC	C2_05660W_A
NC	C2_05670C_A
NC	C2_05680W_A
DOWN	C2_05690C_A
DOWN	C2_05700W_A
DOWN	C2_05710C_A
NC	C2_05720C_A
NC	C2_05730C_A
UP	C2_05740W_A
NC	C2_05750W_A
NC	C2_05760C_A
UP	C2_05770W_A
NC	C2_05780C_A
NC	C2_05790C_A
NC	C2_05800C_A
NC	C2_05810W_A
DOWN	C2_05820W_A
UP	C2_05830C_A
UP	C2_05840W_A
UP	C2_05850C_A
NC	C2_05860C_A
NC	C2_05870W_A
UP	C2_05880W_A
NC	C2_05890C_A
UP	C2_05900W_A
UP	C2_05910W_A
DOWN	C2_05920C_A
NC	C2_05930W_A
NC	C2_05940C_A
UP	C2_05950C_A
UP	C2_05960C_A
NC	C2_05970C_A
UP	C2_05980C_A
UP	C2_05990C_A
UP	C2_06000W_A
UP	C2_06010W_A
NC	C2_06020W_A
UP	C2_06030W_A
NC	C2_06040C_A
UP	C2_06060C_A
UP	C2_06070W_A
UP	C2_06080C_A
UP	C2_06090W_A
NC	C2_06100W_A
NC	C2_06110W_A
UP	C2_06120C_A
UP	C2_06130W_A
UP	C2_06140C_A
UP	C2_06150C_A
UP	C2_06160W_A
NC	C2_06170C_A
UP	C2_06180C_A
NC	C2_06190W_A
UP	C2_06200C_A
NC	C2_06210C_A
NC	C2_06220C_A
NC	C2_06230W_A
UP	C2_06240W_A
UP	C2_06250C_A
UP	C2_06260W_A
UP	C2_06270W_A
UP	C2_06280C_A
NC	C2_06290C_A
NC	C2_06300W_A
NC	C2_06310C_A
UP	C2_06320W_A
NC	C2_06330C_A
UP	C2_06340W_A
UP	C2_06350C_A
UP	C2_06360C_A
NC	C2_06370C_A
NC	C2_06390C_A
UP	C2_06400C_A
UP	C2_06410W_A
NC	C2_06420C_A
UP	C2_06430C_A
NC	C2_06440C_A
UP	C2_06450C_A
DOWN	C2_06460W_A
NC	C2_06470W_A
NC	C2_06480W_A
UP	C2_06490W_A
NC	C2_06510W_A
UP	C2_06520C_A
UP	C2_06530W_A
NC	C2_06540C_A
UP	C2_06550W_A
NC	C2_06560W_A
NC	C2_06570C_A
NC	C2_06590C_A
DOWN	C2_06600W_A
NC	C2_06610C_A
UP	C2_06620W_A
NC	C2_06630C_A
NC	C2_06640C_A
UP	C2_06650C_A
UP	C2_06660W_A
NC	C2_06670C_A
NC	C2_06680W_A
NC	C2_06690C_A
NC	C2_06700W_A
UP	C2_06710W_A
UP	C2_06720W_A
NC	C2_06730W_A
NC	C2_06740W_A
NC	C2_06750C_A
UP	C2_06760C_A
NC	C2_06770W_A
UP	C2_06780C_A
UP	C2_06790W_A
UP	C2_06800C_A
DOWN	C2_06810C_A
NC	C2_06820C_A
NC	C2_06830C_A
UP	C2_06840W_A
UP	C2_06850W_A
UP	C2_06860W_A
UP	C2_06870C_A
DOWN	C2_06880C_A
UP	C2_06890C_A
NC	C2_06910W_A
NC	C2_06920C_A
UP	C2_06930C_A
NC	C2_06940C_A
NC	C2_06950C_A
DOWN	C2_06960W_A
DOWN	C2_06970W_A
UP	C2_06980W_A
UP	C2_06990W_A
NC	C2_07000W_A
NC	C2_07010W_A
UP	C2_07020C_A
NC	C2_07030C_A
UP	C2_07040W_A
NC	C2_07060W_A
UP	C2_07070W_A
NC	C2_07080C_A
NC	C2_07090C_A
NC	C2_07100W_A
NC	C2_07110C_A
NC	C2_07120W_A
UP	C2_07130C_A
NC	C2_07140W_A
NC	C2_07160W_A
NC	C2_07170C_A
UP	C2_07180W_A
NC	C2_07190C_A
NC	C2_07200W_A
NC	C2_07210C_A
UP	C2_07220W_A
NC	C2_07230C_A
UP	C2_07240C_A
UP	C2_07250C_A
NC	C2_07260C_A
NC	C2_07270W_A
UP	C2_07280W_A
NC	C2_07290W_A
UP	C2_07300C_A
UP	C2_07310W_A
NC	C2_07320W_A
UP	C2_07330W_A
UP	C2_07340W_A
UP	C2_07350W_A
UP	C2_07360W_A
UP	C2_07370W_A
UP	C2_07380W_A
NC	C2_07390C_A
NC	C2_07400C_A
NC	C2_07410W_A
DOWN	C2_07420W_A
NC	C2_07430C_A
NC	C2_07440C_A
NC	C2_07450C_A
NC	C2_07460W_A
UP	C2_07470W_A
NC	C2_07480W_A
NC	C2_07490W_A
NC	C2_07500C_A
UP	C2_07510W_A
NC	C2_07520C_A
UP	C2_07530C_A
NC	C2_07540W_A
DOWN	C2_07550W_A
UP	C2_07560W_A
DOWN	C2_07570W_A
UP	C2_07580W_A
NC	C2_07590W_A
NC	C2_07600C_A
NC	C2_07610C_A
UP	C2_07620W_A
NC	C2_07630C_A
DOWN	C2_07640W_A
NC	C2_07650C_A
UP	C2_07660W_A
NC	C2_07670C_A
NC	C2_07680W_A
UP	C2_07690W_A
UP	C2_07700C_A
UP	C2_07710W_A
NC	C2_07720C_A
NC	C2_07730W_A
NC	C2_07740W_A
UP	C2_07750W_A
UP	C2_07760W_A
UP	C2_07770C_A
UP	C2_07780W_A
UP	C2_07790C_A
NC	C2_07800W_A
NC	C2_07810W_A
NC	C2_07820C_A
NC	C2_07830W_A
UP	C2_07840W_A
NC	C2_07860W_A
NC	C2_07870C_A
NC	C2_07880W_A
NC	C2_07890W_A
DOWN	C2_07900W_A
UP	C2_07910C_A
UP	C2_07920W_A
UP	C2_07930C_A
NC	C2_07940C_A
NC	C2_07950W_A
NC	C2_07960C_A
NC	C2_07980W_A
NC	C2_08000C_A
UP	C2_08010W_A
NC	C2_08020C_A
NC	C2_08030W_A
DOWN	C2_08040C_A
DOWN	C2_08050C_A
NC	C2_08060W_A
NC	C2_08070C_A
NC	C2_08080C_A
DOWN	C2_08090W_A
DOWN	C2_08100W_A
NC	C2_08110W_A
DOWN	C2_08120W_A
UP	C2_08130W_A
NC	C2_08140C_A
UP	C2_08150W_A
NC	C2_08160C_A
UP	C2_08170W_A
UP	C2_08180C_A
NC	C2_08190W_A
UP	C2_08200W_A
UP	C2_08210C_A
NC	C2_08240W_A
UP	C2_08260W_A
NC	C2_08270C_A
NC	C2_08280W_A
DOWN	C2_08290C_A
DOWN	C2_08300C_A
NC	C2_08310W_A
NC	C2_08320C_A
UP	C2_08330W_A
UP	C2_08340C_A
UP	C2_08350C_A
UP	C2_08360C_A
NC	C2_08370C_A
NC	C2_08380C_A
DOWN	C2_08390W_A
NC	C2_08400C_A
UP	C2_08420W_A
UP	C2_08430C_A
UP	C2_08440W_A
UP	C2_08450W_A
UP	C2_08460C_A
UP	C2_08470C_A
UP	C2_08480W_A
NC	C2_08490W_A
NC	C2_08500W_A
UP	C2_08510W_A
UP	C2_08520C_A
UP	C2_08530C_A
UP	C2_08540C_A
UP	C2_08550C_A
NC	C2_08560W_A
NC	C2_08570W_A
UP	C2_08580W_A
DOWN	C2_08590W_A
NC	C2_08600W_A
DOWN	C2_08610W_A
NC	C2_08620W_A
NC	C2_08630C_A
NC	C2_08640C_A
DOWN	C2_08650W_A
UP	C2_08660C_A
NC	C2_08670C_A
NC	C2_08680W_A
NC	C2_08690C_A
NC	C2_08700C_A
UP	C2_08710W_A
NC	C2_08720W_A
NC	C2_08730W_A
UP	C2_08740W_A
UP	C2_08750W_A
NC	C2_08760C_A
NC	C2_08770C_A
UP	C2_08780W_A
UP	C2_08790W_A
NC	C2_08800C_A
NC	C2_08810C_A
UP	C2_08820C_A
NC	C2_08830W_A
NC	C2_08840W_A
NC	C2_08850C_A
NC	C2_08860W_A
DOWN	C2_08870C_A
UP	C2_08880W_A
UP	C2_08890W_A
DOWN	C2_08900W_A
NC	C2_08910C_A
NC	C2_08920W_A
UP	C2_08930W_A
NC	C2_08940C_A
NC	C2_08950W_A
NC	C2_08960C_A
NC	C2_08970C_A
UP	C2_08980C_A
NC	C2_08990C_A
UP	C2_09000C_A
NC	C2_09010W_A
NC	C2_09020W_A
UP	C2_09030W_A
NC	C2_09040W_A
UP	C2_09050C_A
DOWN	C2_09060C_A
UP	C2_09070C_A
UP	C2_09080C_A
NC	C2_09100C_A
UP	C2_09110C_A
UP	C2_09120C_A
UP	C2_09130C_A
NC	C2_09140C_A
DOWN	C2_09150W_A
UP	C2_09160W_A
NC	C2_09170W_A
NC	C2_09180W_A
UP	C2_09210W_A
NC	C2_09220W_A
NC	C2_09230C_A
NC	C2_09240C_A
UP	C2_09250W_A
UP	C2_09260C_A
NC	C2_09270C_A
NC	C2_09280C_A
NC	C2_09290W_A
NC	C2_09300W_A
NC	C2_09310C_A
NC	C2_09320C_A
UP	C2_09330C_A
UP	C2_09340W_A
UP	C2_09350W_A
UP	C2_09360W_A
UP	C2_09370C_A
